rowId,source,campaign,startDate,endDate,nonSuspect,highRisk,suspect,total,clickClean,clickTotal,discrepancy,salesClean,salesTotal,prebidClean,prebidTotal,clickSuspect,salesSuspect,prebidSuspect,clickHighRisk,salesHighRisk,prebidHighRisk,nonSuspectRatio,suspectRatio,highRiskRatio,totalRisk,totalRiskRatio,clickCleanRatio,clickTotalRisk,clickTotalRiskRatio,clickRate,trueClickRate,discrepancyRatio,salesCleanRatio,salesTotalRisk,salesTotalRiskRatio,salesRate,prebidCleanRatio,prebidTotalRisk,prebidTotalRiskRatio,clickSuspectRatio,salesSuspectRatio,prebidSuspectRatio,clickHighRiskRatio,salesHighRiskRatio,prebidHighRiskRatio,rcDeviceReputationRatio,rcIpReputationRatio,rcProxyRatio,rcSpoofedRatio,rcHostingProviderRatio,rcAutomatedTrafficRatio,rcIdentifiedCrawlerRatio,mobileAttributionRiskRatio,totalAttributionRisk,highAttributionRisk,domain,subsource,sourceId,campaignId
115,5468,256,2017-03-12,2017-04-10,67,0,0,67,0,0,67,67,67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,findlaw.com,bl,5468,256
116,5468,964,2017-03-12,2017-04-10,117,1,0,118,0,0,118,117,118,0,0,0,0,0,0,1,0,0.991525,0,0.00847458,1,0.00847458,0,0,0,0,0,1,0.991525,1,0.00847458,1,0,0,0,0,0,0,0,0.00847458,0,0,0.00847458,0,0,0,0,0,,,,findlaw.com,dir,5468,964
117,5468,871,2017-03-12,2017-04-10,28,0,0,28,0,0,28,28,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,latl,5468,871
118,6180,1068,2017-03-12,2017-04-10,613,7,3,623,0,0,623,613,623,0,0,0,3,0,0,7,0,0.983949,0.00481541,0.011236,10,0.0160514,0,0,0,0,0,1,0.983949,10,0.0160514,1,0,0,0,0,0.00481541,0,0,0.011236,0,0,0.0144462,0,0,0.00321027,0.00642055,0,,,,google.com,,6180,1068
119,5468,1039,2017-04-08,2017-04-08,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,consumerinjurylaw.com,latl,5468,1039
120,5468,1039,2017-03-12,2017-04-10,261,4,3,268,0,0,268,261,268,0,0,0,3,0,0,4,0,0.973881,0.011194,0.0149254,7,0.0261194,0,0,0,0,0,1,0.973881,7,0.0261194,1,0,0,0,0,0.011194,0,0,0.0149254,0,0,0.0223881,0,0,0.00746269,0,0,,,,findlaw.com,dir,5468,1039
121,5468,1039,2017-03-12,2017-04-10,32,0,0,32,0,0,32,32,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,findlaw.com,bl,5468,1039
122,5468,966,2017-03-22,2017-04-02,4,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,findlaw.com,sl,5468,966
123,5468,1042,2017-03-12,2017-04-10,18,0,1,19,0,0,19,18,19,0,0,0,1,0,0,0,0,0.947368,0.0526316,0,1,0.0526316,0,0,0,0,0,1,0.947368,1,0.0526316,1,0,0,0,0,0.0526316,0,0,0,0,0,0,0,0,0.0526316,0,0,,,,findlaw.com,sl,5468,1042
124,5468,1067,2017-03-25,2017-03-25,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,consumerinjurylaw.com,an,5468,1067
125,5468,871,2017-03-13,2017-04-07,15,0,0,15,0,0,15,15,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,findlaw.com,bl,5468,871
126,5468,871,2017-03-20,2017-04-10,5,0,0,5,0,0,5,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,facebook.com,sn,5468,871
127,5468,1073,2017-04-05,2017-04-10,10,0,0,10,0,0,10,10,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,findlaw.com,latl,5468,1073
128,5468,1074,2017-03-29,2017-04-10,28,0,0,28,0,0,28,28,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,findlaw.com,latl,5468,1074
129,5468,1039,2017-03-14,2017-04-01,3,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,sl,5468,1039
130,6170,1055,2017-03-28,2017-03-28,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,6170,1055
131,6180,1068,2017-03-16,2017-03-16,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,google.com.hk,,6180,1068
132,5468,1039,2017-03-12,2017-04-07,14,0,0,14,0,0,14,14,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,an,5468,1039
133,5393,1055,2017-03-12,2017-04-10,692,16,4,712,0,0,712,692,712,0,0,0,4,0,0,16,0,0.97191,0.00561798,0.0224719,20,0.0280899,0,0,0,0,0,1,0.97191,20,0.0280899,1,0,0,0,0,0.00561798,0,0,0.0224719,0,0,0.0266854,0,0,0.0154494,0.00140449,0,,,,v0ij.com,58888,5393,1055
134,5468,481,2017-03-20,2017-03-20,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,latl,5468,481
135,6170,1061,2017-03-28,2017-03-28,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,limoundaries.com,1631,6170,1061
136,5468,1039,2017-03-12,2017-04-10,812,5,11,828,0,0,828,812,828,0,0,0,11,0,0,5,0,0.980676,0.013285,0.00603865,16,0.0193237,0,0,0,0,0,1,0.980676,16,0.0193237,1,0,0,0,0,0.013285,0,0,0.00603865,0,0,0.0144928,0,0,0.00603865,0.00362319,0,,,,findlaw.com,latl,5468,1039
137,6006,754,2017-03-13,2017-03-13,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,6006,754
138,6006,256,2017-03-21,2017-04-03,4,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,lawinfo.com,,6006,256
139,5468,256,2017-03-12,2017-04-10,360,3,6,369,0,0,369,360,369,0,0,0,6,0,0,3,0,0.97561,0.0162602,0.00813008,9,0.0243902,0,0,0,0,0,1,0.97561,9,0.0243902,1,0,0,0,0,0.0162602,0,0,0.00813008,0,0,0.0243902,0,0,0.00271003,0,0,,,,findlaw.com,latl,5468,256
140,5308,1039,2017-03-26,2017-04-02,3,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,consumerinjurylaw.com,hpredirect,5308,1039
141,5468,871,2017-03-12,2017-04-10,1100,6,10,1116,0,0,1116,1100,1116,0,0,0,10,0,0,6,0,0.985663,0.00896057,0.00537634,16,0.0143369,0,0,0,0,0,1,0.985663,16,0.0143369,1,0,0,0,0,0.00896057,0,0,0.00537634,0,0,0.0134409,0,0,0.00179211,0.00268817,0,,,,findlaw.com,latl,5468,871
142,5393,1055,2017-03-12,2017-04-10,69,15,0,84,0,0,88,69,84,0,0,0,0,0,0,15,0,0.821429,0,0.178571,15,0.178571,0,0,0,0,0,1.04762,0.821429,15,0.178571,1,0,0,0,0,0,0,0,0.178571,0,0,0.178571,0,0,0.107143,0.0119048,0,,,,,58888,5393,1055
